Skus,Part No,Part name,Box type,UnitLabel Qt,ModuleSizeL,ModuleSizeV,ModuleSizeH,Cub M,,,
758.00,"D6513438XA","BRG-STRUT","4C",50.00,560.00,480.00,240.00,0.06,,,
24.00,"D6513438XB","BRG-STRUT","IC",55.00,560.00,240.00,230.00,0.03,,,
49.00,"D65139060F","RUB-E/MTG;#3","4B026",3.00,240.00,280.00,240.00,0.01,,,
705.00,"D65141371","HOLDER","4B026",300.00,240.00,280.00,240.00,0.01,,,
687.00,"D65141380","HOSE-FLEXIBLE","4IA2",120.00,560.00,480.00,240.00,0.06,,,
709.00,"D65141421","HOSE-RESERVE","4IB2",400.00,560.00,480.00,240.00,0.06,,,
107.00,"D65141600A","PEDAL ASSY-ACCEL","4I044",21.00,480.00,560.00,240.00,0.06,,,
534.00,"D65141920B","CYLINDER ASSY-REL","4QXXX",48.00,240.00,560.00,240.00,0.03,,,
858.00,"D65142232A","HOSE-BREATHER","4AXXX",10000.00,240.00,560.00,240.00,0.03,,,
482.00,"D65142462A","STOPPER","4B026",300.00,240.00,560.00,240.00,0.03,,,
152.00,"D65142631C","CLIP","4B013",150.00,240.00,280.00,240.00,0.01,,,
859.00,"D65143621","HOSE-VACUUM","4BA09",200.00,240.00,280.00,240.00,0.01,,,
860.00,"D651437A0","HYDRAULIC UNIT-ABS","4H011",10000.00,550.00,230.00,120.00,0.01,,,
5.00,"D651437A0D","HYDRAULIC UNIT-ABS","4H011",7.00,240.00,560.00,120.00,0.01,,,
345.00,"D65143825C","CLIP-VAC HOSE","5BC14",200.00,240.00,280.00,240.00,0.01,,,
671.00,"D65145510B","PIPE-CLUTCH","4KXXX",60.00,560.00,960.00,240.00,0.12,,,
117.00,"D65145915","HOLDER-PIPE","4A064",100.00,240.00,140.00,120.00,4.032e-03,,,
321.00,"D65146086A","BRKT-CABLE","4B031",20.00,240.00,280.00,240.00,0.01,,,
786.00,"D65146100C","LEVER ASSY-CHANGE","4LA-R",8.00,970.00,320.00,230.00,0.07,,,
334.00,"D65146100D","LEVER ASSY-CHANGE","4LA-R",8.00,970.00,320.00,230.00,0.07,,,
63.00,"D65150660C","MLDG-BELTLINE,R,RH","4E-R",28.00,240.00,140.00,120.00,4.032e-03,,,
62.00,"D65150670C","MLDG-BELTLINE,R,LH","4E-R",28.00,240.00,140.00,120.00,4.032e-03,,,
505.00,"D65151440A","LAMP-CARGO ROOM","4C045",200.00,240.00,560.00,240.00,0.03,,,
67.00,"D65152410B","HINGE ASSY-BNT,RH","5BC14",30.00,240.00,280.00,240.00,0.01,,,
68.00,"D65152420B","HINGE ASSY-BNT,LH","5BC14",30.00,240.00,280.00,240.00,0.01,,,
95.00,"D6515397YA","PLATE-ANCHOR NUT","5BC12",40.00,240.00,280.00,240.00,0.01,,,
452.00,"D65155225","COVER-HOLE","4C95X",264.00,240.00,560.00,240.00,0.03,,,
644.00,"D65156031A","CLAMP-BATTERY","APC27",35.00,560.00,240.00,120.00,0.01,,,
131.00,"D65156041A","TRAY-BATTERY","4I043",27.00,480.00,560.00,240.00,0.06,,,
359.00,"D65156445","INSULATOR,RH","5DD11",600.00,240.00,560.00,240.00,0.03,,,
186.00,"D65156651","STAY-BONNET","4B60-R",40.00,240.00,1120.00,240.00,0.06,,,
433.00,"D65156652","HOLDER-ROD","4B031",300.00,240.00,280.00,240.00,0.01,,,
179.00,"D65156731","CLIP-OPENER CABLE","4A081",300.00,240.00,140.00,120.00,4.032e-03,,,
142.00,"D65157510B","STRIKER-R BACK,RH","4B022",30.00,240.00,280.00,240.00,0.01,,,
143.00,"D65157520B","STRIKER-R BACK,LH","4B022",30.00,240.00,280.00,240.00,0.01,,,
204.00,"D65157529A","LOCK-CUSHION","4B014",400.00,240.00,280.00,240.00,0.01,,,
625.00,"D6515756YB","STRIKER-ASSY,CTR","4C-",100.00,240.00,560.00,240.00,0.03,,,
102.00,"D65158951","PAD,#1,RH","4I024",21.00,480.00,560.00,240.00,0.06,,,
703.00,"D65158973A","HOLE COVER","4I065",300.00,480.00,560.00,240.00,0.06,,,
101.00,"D65159951","PAD,#1,LH","4I011",21.00,480.00,560.00,240.00,0.06,,,
704.00,"D65159973A","HOLE COVER","4I065",300.00,480.00,560.00,240.00,0.06,,,
376.00,"D65161202","CAP","4A082",1000.00,240.00,140.00,120.00,4.032e-03,,,
346.00,"D6516124X","HOSE ASSY-WATER;#1","4I066",100.00,480.00,560.00,240.00,0.06,,,
861.00,"D6516124YA","HOSE ASSY-WATER;#2","4FC07",100.00,480.00,560.00,240.00,0.06,,,
347.00,"D6516124YB","HOSE ASSY-WATER;#2","4I065",100.00,480.00,560.00,240.00,0.06,,,
185.00,"D65162091","REINF-LATCH","5B014",75.00,335.00,335.00,195.00,0.02,,,
438.00,"D651624B0B","SWITCH ASSY-OPEN","4B031",150.00,240.00,280.00,240.00,0.01,,,
97.00,"D65162620A","DAMPER-STAY,RH","4H015",40.00,240.00,140.00,120.00,4.032e-03,,,
98.00,"D65163620A","DAMPER-STAY,LH","4H016",40.00,240.00,140.00,120.00,4.032e-03,,,
522.00,"D651664H0","SW-HAZARD","4B95",270.00,240.00,560.00,240.00,0.03,,,
862.00,"D6516679Y","BRKT ASSY-HORN","4C044",20.00,240.00,560.00,240.00,0.03,,,
60.00,"D6516679YA","BRKT ASSY-HORN","4C044",20.00,240.00,560.00,240.00,0.03,,,
34.00,"D65167320A","ARM&BLADE SET,F","4K-R",20.00,480.00,120.00,240.00,0.01,,,
36.00,"D6516732XB","ARM&BLADE SET,F,PGR","4K-R",20.00,480.00,120.00,240.00,0.01,,,
193.00,"D65167420","ARM&BLADE SET,R","4I055",20.00,480.00,560.00,240.00,0.06,,,
558.00,"D65167519","CLIP","4B031",1000.00,240.00,280.00,240.00,0.01,,,
451.00,"D65167B1X","BRKT ASSY","4B031",40.00,240.00,280.00,240.00,0.01,,,
577.00,"D65168301A","STRAP-HANGER","4A033",1700.00,240.00,140.00,120.00,4.032e-03,,,
187.00,"D65168424A","COVER-RECESS,RH","4A034",160.00,240.00,140.00,120.00,4.032e-03,,,
188.00,"D65168454B","COVER-RECESS,LH","4A021",160.00,240.00,140.00,120.00,4.032e-03,,,
863.00,"D6516851XC","GARN-R SAIL IN,RH","4BA07",40.00,240.00,280.00,240.00,0.01,,,
194.00,"D6516851XC02","GARN-R SAIL IN,RH","4B031",40.00,240.00,280.00,240.00,0.01,,,
864.00,"D6516851YC","GARN-R SAIL IN,LH","4BB07",40.00,240.00,280.00,240.00,0.01,,,
197.00,"D6516851YC02","GARN-R SAIL IN,LH","4B031",40.00,240.00,280.00,240.00,0.01,,,
865.00,"D65168615A","NUT-FLANGE CAP","4BD04",1000.00,240.00,280.00,240.00,0.01,,,
510.00,"D65168615A02","NUT-FLANGE CAP","4B031",1000.00,240.00,280.00,240.00,0.01,,,
291.00,"D65168676","HOOK-SIDE,#1","4B-6A",300.00,240.00,280.00,240.00,0.01,,,
866.00,"D65168966A","RECESS-L/G","4DB-A",120.00,240.00,560.00,240.00,0.03,,,
348.00,"D65168AD2A","CLIP","4B032",200.00,240.00,280.00,240.00,0.01,,,
88.00,"D65170040","REINF-CHECKER","5B014",500.00,335.00,335.00,195.00,0.02,,,
223.00,"D65170204","INSULATOR","5IE11",200.00,480.00,560.00,240.00,0.06,,,
73.00,"D65170244","REINF-F PILLAR,RH","5CD15",40.00,240.00,560.00,240.00,0.03,,,
171.00,"D651702A3","INS-B PILLAR,LWR","5IE13",300.00,280.00,560.00,240.00,0.03,,,
29.00,"D65170667","JCT-ROOF REINF","5B017",70.00,335.00,335.00,195.00,0.02,,,
176.00,"D65171204","INSULATOR","5IE11",200.00,280.00,560.00,240.00,0.03,,,
74.00,"D65171244","REINF-F PILLAR,LH","5CD14",40.00,240.00,560.00,240.00,0.03,,,
326.00,"D65172973A","HOLE COVER","4B032",180.00,240.00,280.00,240.00,0.01,,,
330.00,"D65173973A","HOLE COVER","4B032",180.00,240.00,280.00,240.00,0.01,,,
252.00,"D65232980C02","BOSS ASSY-STEER","4STW-J",5.00,240.00,140.00,120.00,4.032e-03,,,
867.00,"D65239060F","RUB-E/MTG;#3","4BA01",3.00,240.00,280.00,240.00,0.01,,,
3.00,"D65239060H","RUB-E/MTG;#3","4C024",5.00,240.00,280.00,240.00,0.01,,,
658.00,"D65242451B","SPRING-LIFT","4B032",1600.00,240.00,280.00,240.00,0.01,,,
134.00,"D6524608XA","BRKT ASSY-CABLE","4B032",50.00,240.00,280.00,240.00,0.01,,,
368.00,"D65255210","PANEL ASSY,CTR","4-B40",10.00,480.00,560.00,480.00,0.12,,,
411.00,"D65255540A","IND SEAT BELT","4C-",48.00,240.00,560.00,240.00,0.03,,,
750.00,"D652676N0C","ANT ASSY-KEYLESS","4I",72.00,240.00,280.00,240.00,0.01,,,
868.00,"D65357540A","HINGE-R BACK,CTR","4DA02",10.00,240.00,560.00,240.00,0.03,,,
869.00,"D65357540A02","HINGE-R BACK.CTR","4DA02",10.00,240.00,560.00,240.00,0.03,,,
20.00,"D65357540B02","HINGE-R BACK,CTR","4C015",10.00,240.00,560.00,240.00,0.03,,,
728.00,"D653676N0C","ANT ASSY-KEYLESS","4QXXX",24.00,240.00,280.00,240.00,0.01,,,
678.00,"DA9M16YA1","PLG TRANS OIL SE","4Z25X",225.00,480.00,280.00,240.00,0.03,,,
412.00,"DA9M18881A","CONTROL UNIT","Z30",20.00,560.00,480.00,250.00,0.06,,,
768.00,"DD106039X","CLIP ASSY","3IA4--",12000.00,560.00,480.00,240.00,0.06,,,
655.00,"DD5866A69","COVER-TERMINAL","4A74--",1200.00,240.00,560.00,240.00,0.03,,,
564.00,"DD63437A6","RUBBER-MOUNT","4QXXX",2000.00,240.00,560.00,240.00,0.03,,,
105.00,"DE9069220A","MIRROR-R VIEW,IN","IZ25",40.00,550.00,350.00,250.00,0.04,,,
337.00,"DE9069220B","MIRROR-R VIEW.IN","IZ25",40.00,550.00,350.00,250.00,0.04,,,
70.00,"DF5042250","CAP-FILLER","4B022",30.00,240.00,280.00,240.00,0.01,,,
526.00,"DF7132AZ1A","COVER","4I064",20.00,480.00,560.00,240.00,0.06,,,
586.00,"DF7141600B","PEDAL ASSY-ACCEL","4I063",21.00,480.00,560.00,240.00,0.06,,,
665.00,"DF7141600C","PEDAL ASSY-ACCEL","4I063",21.00,480.00,560.00,240.00,0.06,,,
739.00,"DF7143630B","HOSE ASSY-VACUUM","4DC05",100.00,240.00,560.00,240.00,0.03,,,
726.00,"DF7143640A","HOSE ASSY-VACUUM","4I065",50.00,480.00,560.00,240.00,0.06,,,
542.00,"DF7143835A","HOSE-RESERVE","4C035",120.00,240.00,560.00,240.00,0.03,,,
396.00,"DF7145460","JOINT-PIPE","4A083",50.00,240.00,140.00,120.00,4.032e-03,,,
781.00,"DF7145510","PIPE-CLUTCH","4IA1",90.00,480.00,560.00,480.00,0.12,,,
597.00,"DF7155540A","IND SEAT BELT","4C-",48.00,240.00,560.00,240.00,0.03,,,
642.00,"DF7156041C","TRAY-BATTERY","4I064",22.00,480.00,560.00,240.00,0.06,,,
870.00,"DF71675D0D","KEYLESS COMPT","4XXX",100.00,480.00,560.00,480.00,0.12,,,
807.00,"DF71675R0B","UNIT ASSY-KEYLESS","4IC2",140.00,550.00,360.00,290.00,0.05,,,
574.00,"DF7169451A","BRKT-ASSIST,RH","APC20",30.00,550.00,240.00,230.00,0.03,,,
307.00,"DF7169531A75","HANGER-COAT","4A032",100.00,240.00,140.00,120.00,4.032e-03,,,
190.00,"DF7169532B","BRKT","4A021",50.00,240.00,140.00,120.00,4.032e-03,,,
628.00,"DF73679BY","BRKT ASSY","APC30",40.00,560.00,480.00,240.00,0.06,,,
833.00,"DF7443310C","BRKT ASSY-ABS H/U","4I064",28.00,480.00,560.00,240.00,0.06,,,
834.00,"DF74437YY","BRKT ASSY","4I066",57.00,480.00,560.00,240.00,0.06,,,
127.00,"DF7445911","HOLDER-PIPE","4A076",200.00,240.00,140.00,120.00,4.032e-03,,,
871.00,"DF7532980C",,"4STW",5.00,400.00,400.00,617.00,0.09,,,
377.00,"DF7532980C02","BOSS ASSY-STEER","4STW",5.00,390.00,390.00,620.00,0.09,,,
872.00,"DF7841600","PEDAL ASSY-ACCEL","4I26--",30.00,480.00,560.00,480.00,0.12,,,
148.00,"DF7841600A","PEDAL ASSY-ACCEL","Z3026",30.00,560.00,480.00,240.00,0.06,,,
492.00,"DF7843481A","HOSE-VACUUM","4B032",100.00,240.00,280.00,240.00,0.01,,,
873.00,"DF8343310B","BRKT ASSY-ABS H/U","4I063",36.00,480.00,560.00,240.00,0.06,,,
178.00,"DF8743481","HOSE-VACUUM","4B032",80.00,240.00,280.00,240.00,0.01,,,
601.00,"DF9567320A","ARM&BLADE SET,F","4M--R",20.00,480.00,1120.00,240.00,0.12,,,
572.00,"DF956732XB","ARM&BLADE SET,F,PGR","4M--R",20.00,480.00,1120.00,240.00,0.12,,,
815.00,"DF9666120A","SWITCH-COMBI","2SWC-K",80.00,1200.00,800.00,1000.00,0.96,,,
650.00,"DF97675D0","KEYLESS COMPT","4IB08",90.00,480.00,560.00,240.00,0.06,,,
874.00,"DF97675D0A","KEYLESS COMPT","4I065",90.00,480.00,560.00,240.00,0.06,,,
52.00,"DG804371Y","SENS ASSY-ABS,R,RH","4H035",40.00,480.00,560.00,480.00,0.12,,,
525.00,"DG8062049","STIFF-L/G","5HF12",200.00,240.00,560.00,240.00,0.03,,,
724.00,"DG8066170","SWITCH-CLUSTER","IXXXX",105.00,240.00,560.00,240.00,0.03,,,
828.00,"DG80676N0","ANT ASSY-KEYLESS","4B033",128.00,1140.00,980.00,670.00,0.74,,,
128.00,"DG9952710","HINGE ASSY-LID,RH","5B019",24.00,290.00,240.00,310.00,0.02,,,
154.00,"DG9952720","HINGE ASSY-LID,LH","5B020",24.00,503.00,335.00,195.00,0.03,,,
375.00,"DG9956930","DAMPER-LID STAY,RH","4C042",100.00,240.00,560.00,240.00,0.03,,,
679.00,"DG99676N0B","ANT ASSY-KEYLESS","4B-6B",10.00,390.00,290.00,150.00,0.01,,,
150.00,"DG9969452","BRKT-R ASSIST,RH","APC27",30.00,420.00,210.00,150.00,0.01,,,
151.00,"DG9969453","BRKT-R ASSIST,LH","APC27",30.00,420.00,210.00,150.00,0.01,,,
426.00,"DG9972863","PAD","4B033",300.00,240.00,280.00,240.00,0.01,,,
843.00,"DH0166120A","SWITCH-COMBI","2SWC-J",80.00,1200.00,800.00,1000.00,0.96,,,
841.00,"DH0266120A","SWITCH-COMBI","SWC-K",80.00,1200.00,800.00,1000.00,0.96,,,
647.00,"DH05676N0","ANT ASSY-KEYLESS","4B-6B",20.00,390.00,260.00,200.00,0.02,,,
263.00,"DH06676N8A","BRKT-KEYLESS","4B036",12.00,390.00,290.00,150.00,0.01,,,
506.00,"DH56675D0","KEYYLESS COMPT","4I064",90.00,480.00,560.00,240.00,0.06,,,
875.00,"DH7766170","SWITCH-CLUSTER","4DS14",105.00,240.00,560.00,240.00,0.03,,,
440.00,"DJ3534111","STOP-BUMP","4I051",200.00,480.00,560.00,240.00,0.06,,,
30.00,"DJ3534170","LINK-CONTROL","4C013",60.00,240.00,560.00,240.00,0.03,,,
876.00,"DJ3539040","RUB-E/MTG;#1","4Q-",240.00,560.00,240.00,240.00,0.03,,,
281.00,"DJ3539040A","RUB-E/MTG;#1","4Q-",20.00,240.00,560.00,240.00,0.03,,,
444.00,"DJ3539080A","BRKT-ENG;#4","IZ25",12.00,240.00,560.00,240.00,0.03,,,
716.00,"DJ3541362A","BRKT","5CXXX",250.00,480.00,560.00,480.00,0.12,,,
239.00,"DJ3543825A","CLIP-VAC HOSE","4B23--",250.00,240.00,140.00,120.00,4.032e-03,,,
701.00,"DJ3557KC0","SENS SIDE-IMPACT","4B63",210.00,360.00,270.00,230.00,0.02,,,
827.00,"DJ3557KC0A","SENS SIDE-IMPACT","4B63",210.00,560.00,240.00,140.00,0.01,,,
835.00,"DJ39437Y1","SENSOR-YAW RATE","4I066",180.00,480.00,560.00,240.00,0.06,,,
385.00,"DJ4934111","STOP-BUMP","4I066",150.00,480.00,560.00,240.00,0.06,,,
436.00,"DJ5143825A","CLIP-VAC HOSE","4B78",350.00,240.00,280.00,240.00,0.01,,,
802.00,"DJ5161472","BRKT","4B17--",250.00,240.00,280.00,240.00,0.01,,,
619.00,"DJ6241360","PIPE-CLUTCH","4I67--",40.00,480.00,560.00,480.00,0.12,,,
877.00,"DJ6245510A","PIPE-CLUTCH","4IB1--",75.00,480.00,560.00,480.00,0.12,,,
592.00,"DJ6245510B","PIPE-CLUTCH","Z30B1",60.00,480.00,560.00,480.00,0.12,,,
878.00,"DK1239040","RUB-E/MTG;#1","4B74--",10000.00,240.00,280.00,240.00,0.01,,,
89.00,"DK1239040A","RUB-E/MTG;#1","4B74--",27.00,240.00,280.00,240.00,0.01,,,
40.00,"DK1239080","BRKT-ENG;#4","4B38--",16.00,240.00,280.00,240.00,0.01,,,
537.00,"DK4134380","RUB-STRUT MTG","2BNS-J",360.00,1120.00,960.00,480.00,0.51,,,
674.00,"DK4332960A","GEAR&LINK ASSY","TRW",24.00,1480.00,1150.00,1250.00,2.12,,,
879.00,"DK4342411","PNL FU/FILL OPG DR OYS","4B--",1000.00,240.00,280.00,240.00,0.01,,,
880.00,"DK4342411 BB","PANEL-FILLER LID","4B43---",36.00,240.00,280.00,240.00,0.01,,,
478.00,"DK4342411ABB","PANEL-FILLER LID","Z2043",36.00,560.00,490.00,240.00,0.06,,,
881.00,"DK4350891","SPACER","4B26--",3000.00,240.00,140.00,120.00,4.032e-03,,,
446.00,"DK4350YJ1B","FM ENER ABS","APM17",12.00,1240.00,650.00,790.00,0.63,,,
607.00,"DK4350YM1","YK ASY-HTR RR AIR","4FL41",2000.00,240.00,140.00,120.00,4.032e-03,,,
602.00,"DK4351146A","FASTENER-LAMP","IXXXX",400.00,240.00,150.00,120.00,4.32e-03,,,
882.00,"DK4351150C","LAMP-R COMBI.RH","4D--J",6.00,560.00,450.00,480.00,0.12,,,
883.00,"DK4351150D","LP ASY RR RH (OUTER)","4B--J",6.00,560.00,450.00,480.00,0.12,,,
653.00,"DK4351170E","HOUSING ASSY,RH","4D--J",16.00,570.00,460.00,490.00,0.12,,,
641.00,"DK4351180E","HOUSING ASSY,LH","4D--J",16.00,480.00,560.00,480.00,0.12,,,
458.00,"DK4361ZB1","SE VEN AIR INLT DCT","4I35--",200.00,560.00,480.00,240.00,0.06,,,
884.00,"DK4361ZB1A",,"4I35--",200.00,560.00,480.00,240.00,0.06,,,
559.00,"DK4362361","STRIKER-LIFTGATE","4J73--",42.00,480.00,560.00,480.00,0.12,,,
284.00,"DK4362761B","WTHSTP-LIFTGATE","4ID1--",12.00,520.00,520.00,280.00,0.07,,,
885.00,"DK4362761C","WTHSTP-LIFTGATE","4ID1--",12.00,480.00,560.00,480.00,0.12,,,
782.00,"DK4362864","TAPE-PROTECTOR","4B83--",36000.00,240.00,560.00,240.00,0.03,,,
886.00,"DK4363YB3B","SPG L C DR","4B71--",50.00,240.00,280.00,240.00,0.01,,,
329.00,"DK4363YB3C","SPG L C DR","Z2071",50.00,380.00,280.00,240.00,0.02,,,
415.00,"DK4363YH1","SLV SPG L/C DR","4Q-",66.00,240.00,560.00,240.00,0.03,,,
536.00,"DK4368961D91","TRIM-L/G,LWR","2M17-J",25.00,1000.00,560.00,490.00,0.27,,,
462.00,"DK4368YA3A","SE ADH","5FE14",900.00,550.00,340.00,170.00,0.03,,,
887.00,"DK4373YA3A","CVR ASY RR DR WDO G","4XXXX",10000.00,480.00,290.00,120.00,0.01,,,
424.00,"DK4373YA3A91","CVR ASY RR DR WDO G","4HU16",48.00,480.00,290.00,120.00,0.01,,,
460.00,"DK4373YA4A91","CVR ASY-RR DR WDO I","4H-",48.00,240.00,560.00,240.00,0.03,,,
708.00,"DK4450YM1","YK ASY-HTR RR AIR","IXXX",6000.00,140.00,240.00,120.00,4.032e-03,,,
605.00,"DK4456786A","RUBBER-STOP","5B-",500.00,240.00,280.00,240.00,0.01,,,
450.00,"DK4462877","RUBBER-STOP","4B-",100.00,360.00,260.00,240.00,0.02,,,
720.00,"DK4750YM1","YK ASY-HTR RR AIR","4FL61",2000.00,560.00,480.00,240.00,0.06,,,
730.00,"DK4850YM1","YK ASY-HTR RR AIR","4AA14",6000.00,140.00,240.00,120.00,4.032e-03,,,
797.00,"DK4917ZX1A","CYL-CL SLAY","IQ-",18.00,240.00,560.00,240.00,0.03,,,
888.00,"DK4950YC1","CLP-HD LP","4JA2--",1000.00,480.00,560.00,480.00,0.12,,,
627.00,"DK4950YC1A","CLP-HD LP","Z30A2",1000.00,480.00,560.00,480.00,0.12,,,
357.00,"DK4950YH1D95","RET W SHLD O S UPR","Z82-J",80.00,970.00,570.00,250.00,0.13,,,
363.00,"DK4950YH2D95","RET W SHLD O S UPR","Z82-J",80.00,980.00,580.00,260.00,0.14,,,
684.00,"DK4951441","LENS","5FX15",900.00,480.00,560.00,480.00,0.12,,,
889.00,"DK4951580A","LAMP-H/MT STOP","4Q-",32.00,240.00,560.00,240.00,0.03,,,
890.00,"DK4951580B","LAMP-H/MT STOP","4Q-",32.00,480.00,560.00,480.00,0.12,,,
891.00,"DK4951580C","LAMP-H/MT STOP","4Q-",32.00,400.00,300.00,300.00,0.03,,,
380.00,"DK4951580D","LAMP-H/MT STOP","4Q-",32.00,400.00,290.00,300.00,0.03,,,
442.00,"DK4951580E","LAMP-H/MT STOP","4Q-",32.00,400.00,300.00,300.00,0.03,,,
509.00,"DK4951580F","LAMP-H/MT STOP","M140",32.00,400.00,300.00,300.00,0.03,,,
499.00,"DK4951660B","LAMP-R FOG,LH","Z30",18.00,560.00,480.00,240.00,0.06,,,
583.00,"DK4951920","CHAMB ASSY-EXTRACT","4M14",192.00,1120.00,1470.00,1010.00,1.66,,,
408.00,"DK4956652A","HOLDER-ROD","5BT43",500.00,240.00,280.00,240.00,0.01,,,
319.00,"DK4956786B","RUBBER-STOP","5BT45",310.00,240.00,560.00,280.00,0.03,,,
435.00,"DK4956YB1A","FUN FU FILL","4I35",120.00,480.00,560.00,480.00,0.12,,,
892.00,"DK4957960A","ADJUSTER-ANCHOR","4C53-",30.00,240.00,560.00,240.00,0.03,,,
893.00,"DK4957960B","ADJUSTER-ANCHOR","4Q-",30.00,240.00,560.00,240.00,0.03,,,
894.00,"DK4957960C","ADJUSTER-ANCHOR","4Q-",30.00,240.00,560.00,240.00,0.03,,,
895.00,"DK4957960E","ADJUSTER-ANCHOR","4Q-",30.00,240.00,560.00,240.00,0.03,,,
28.00,"DK4957960F","ADJUSTER-ANCHOR","4Q-",30.00,400.00,310.00,240.00,0.02,,,
896.00,"DK4957K00E68","MODULE-AIR BAG","DGB",48.00,230.00,190.00,140.00,6.118e-03,,,
897.00,"DK4958560G","REG-WINDOW.RH","4M14-H",32.00,960.00,560.00,480.00,0.25,,,
718.00,"DK4958560J","REG-WINDOW,RH","M140",32.00,960.00,560.00,480.00,0.25,,,
898.00,"DK4959560G","REG-WINDOW,LH","4M14-H",32.00,960.00,560.00,480.00,0.25,,,
719.00,"DK4959560J","REG-WINDOW,LH","M17",32.00,960.00,560.00,480.00,0.25,,,
480.00,"DK4959YA1A68","CVR SC(IRH SCREW CO","4B73--",2000.00,310.00,210.00,220.00,0.01,,,
654.00,"DK4959YB1","CVR DR ACC HLE","4IL43",7200.00,560.00,480.00,240.00,0.06,,,
136.00,"DK4961157A","DUCT-HEATER SIDE,RH","4HU13",6.00,280.00,480.00,120.00,0.01,,,
899.00,"DK4961158A","DUCT-HEATER SIDE,LH","4HU13",6.00,280.00,560.00,240.00,0.03,,,
141.00,"DK4961158B","DUCT-HEATER SIDE,LH","H3U13",6.00,480.00,290.00,130.00,0.01,,,
58.00,"DK4962361D","STRIKER-LIFTGATE","4Q-",54.00,220.00,190.00,95.00,3.971e-03,,,
353.00,"DK4963YB1A","BRKT L C DR LFT ON","5BT51",250.00,240.00,280.00,240.00,0.01,,,
352.00,"DK4963YB2A","BRKT L C DR LFT ON","5BT53",250.00,240.00,280.00,240.00,0.01,,,
900.00,"DK4964180E68","POCKET ASSY","4I34--",9.00,480.00,560.00,480.00,0.12,,,
547.00,"DK4964180G68","POCKET ASSY","Z30",9.00,480.00,560.00,480.00,0.12,,,
215.00,"DK4964520 68","COVER ASSY-UNDER,RH","4C-",7.00,240.00,560.00,240.00,0.03,,,
459.00,"DK4964660 91","RECPT ASY-CNSL PNL ASH","4I023",15.00,480.00,560.00,240.00,0.06,,,
214.00,"DK4964950B68","PANEL ASSY-SIDE,RH","4C-",7.00,240.00,560.00,240.00,0.03,,,
901.00,"DK4964960C68","PANEL ASSY-SIDE,LH","4C-",7.00,240.00,560.00,240.00,0.03,,,
902.00,"DK4964960D","PANEL ASSY-SIDE.LH","4Q-",10000.00,250.00,250.00,250.00,0.01,,,
216.00,"DK4964960D68","PANEL ASSY-SIDE,LH","4Q-",7.00,240.00,560.00,240.00,0.03,,,
615.00,"DK4966151","SWITCH-IGNITION","4B71--",120.00,240.00,280.00,240.00,0.01,,,
729.00,"DK4966252","PLUG-C/LGTR","4B86--",500.00,240.00,280.00,240.00,0.01,,,
402.00,"DK496625YA","PLUG&SOCKET ASSY","5BT61",500.00,240.00,280.00,240.00,0.01,,,
54.00,"DK4966370A","SW-P/W SUB","4Z2042",84.00,240.00,280.00,240.00,0.01,,,
508.00,"DK4966600","SW-RMT MIRROR","4Q-",200.00,240.00,560.00,240.00,0.03,,,
416.00,"DK4966938","ANT-COIL","4I--",150.00,540.00,350.00,360.00,0.06,,,
565.00,"DK4967407A","BUSH,OUT","5DV11",1350.00,280.00,480.00,240.00,0.03,,,
903.00,"DK4967560D","CONTROL UNIT-BCM","4I91--",27.00,480.00,560.00,480.00,0.12,,,
124.00,"DK49675DY","TRANSMITTER","4A--",80.00,140.00,240.00,120.00,4.032e-03,,,
244.00,"DK49675DYA","TRANSMITTER","4A--",80.00,140.00,240.00,120.00,4.032e-03,,,
904.00,"DK4967C91A","CLIP","4B-",600.00,280.00,240.00,120.00,8.064e-03,,,
392.00,"DK4967C91B","CLIP","4Q-",800.00,240.00,560.00,240.00,0.03,,,
80.00,"DK4968YB1","RET DR SCF PLT","4B--J",150.00,240.00,140.00,120.00,4.032e-03,,,
394.00,"DK4972310M","LATCH ASSY-DOOR,RH","M19-U",32.00,1140.00,980.00,1110.00,1.24,,,
300.00,"DK4973310M","LATCH ASSY-DOOR,LH","M19-U",32.00,1120.00,960.00,480.00,0.51,,,
560.00,"DK5046YA1","ADPT & RG ASY TRANS","4IC5",72.00,550.00,360.00,350.00,0.06,,,
905.00,"DK5046YA1F","ADPT & RG ASY TRANS","4Z30C5",72.00,550.00,360.00,350.00,0.06,,,
338.00,"DK5066151","SWITCH-IGNITION","4B45--",90.00,240.00,280.00,240.00,0.01,,,
217.00,"DK5068YB1","RET DR SCF PLT","5A",600.00,240.00,140.00,120.00,4.032e-03,,,
563.00,"DK5142210G","PIPE ASSY-FILLER","WOB-U",70.00,1250.00,850.00,800.00,0.85,,,
906.00,"DK5142240E","COVER-DUST","4D--",45.00,100.00,100.00,100.00,1.0e-03,,,
907.00,"DK5142240F","COVER-DUST","4D--",45.00,560.00,480.00,480.00,0.12,,,
106.00,"DK5142YA3D","SE FU/FILL OPG","4Q-",36.00,240.00,560.00,240.00,0.03,,,
153.00,"DK5150YF1A","TRNSF L/C DR NM","4B24",150.00,240.00,140.00,120.00,4.032e-03,,,
640.00,"DK5151146","FASTENER-LAMP","4C--",10000.00,240.00,140.00,120.00,4.032e-03,,,
372.00,"DK5151730","MASCOT","5G",160.00,560.00,490.00,130.00,0.03,,,
