Skus,Part No,Part name,Box type,UnitLabel Qt,ModuleSizeL,ModuleSizeV,ModuleSizeH,Cub M,,,
810.00,"DN5056020","CLAMP-BATTERY","4Q-",100.00,480.00,560.00,480.00,0.12,,,
140.00,"DN5057730C","BELT-B","3C-",10.00,400.00,300.00,290.00,0.03,,,
967.00,"DN5067B21A","BRKT","4J72--",39.00,560.00,480.00,120.00,0.03,,,
755.00,"DN5067B21B","BRKT","Z8472",39.00,560.00,480.00,120.00,0.03,,,
838.00,"DN5318881A","CONTROL UNIT","Z30XX",20.00,560.00,490.00,240.00,0.06,,,
752.00,"DN5467B21A","BRKT","Z2752",20.00,480.00,280.00,120.00,0.01,,,
161.00,"DN5557510","STRIKER-R BACK","4B023",70.00,240.00,280.00,240.00,0.01,,,
340.00,"DN56568D0","SW ASSY-TRUNK OPEN","4B023",100.00,240.00,280.00,240.00,0.01,,,
968.00,"DN575777Z","ANCHOR-SEAT,BELT","4A022",100.00,240.00,140.00,120.00,4.032e-03,,,
578.00,"DN575777ZA","ANCHOR-SEAT,BELT","4A022",100.00,240.00,140.00,120.00,4.032e-03,,,
811.00,"DN57675D0","KEYLESS COMPT","4IC2",36.00,480.00,560.00,480.00,0.12,,,
969.00,"DN6209010","KEY SET","4H016",4.00,240.00,560.00,120.00,0.01,,,
820.00,"DN6209010A","KEY SET","4H016",4.00,240.00,560.00,120.00,0.01,,,
472.00,"DN63675D0","KEYLESS COMPT","4I063",90.00,480.00,560.00,240.00,0.06,,,
523.00,"DN6439070","RUB-E/MTG;#4","4C033",8.00,240.00,560.00,240.00,0.03,,,
763.00,"DN64675D0","KEYLESS COMPT","4I066",90.00,480.00,560.00,240.00,0.06,,,
656.00,"DN6467B21","BRKT","4J--",90.00,560.00,480.00,120.00,0.03,,,
649.00,"DN6467B21A","BRKT","Z30",90.00,590.00,380.00,320.00,0.07,,,
970.00,"DN6566170","SWITCH-CLUSTER","4Z25X",105.00,240.00,560.00,240.00,0.03,,,
829.00,"DN6766170A","SWITCH-CLUSTER","4Q-",105.00,240.00,560.00,240.00,0.03,,,
830.00,"DN6957K30","SAS UNIT","4Q-",40.00,240.00,560.00,240.00,0.03,,,
971.00,"DN7209010","KEY SET","4H015",4.00,240.00,560.00,120.00,0.01,,,
821.00,"DN7209010A","KEY SET","4HA08",4.00,240.00,560.00,120.00,0.01,,,
972.00,"DN7409010","KEY SET","4CXXX",4.00,240.00,560.00,120.00,0.01,,,
496.00,"DN7409010A","KEY SET","4H-",4.00,240.00,560.00,120.00,0.01,,,
809.00,"DN77675D0","KEYLESS COMPT","4C30",90.00,480.00,560.00,240.00,0.06,,,
822.00,"DN7966170","SWITCH-CLUSTER","4B78",105.00,240.00,280.00,240.00,0.01,,,
493.00,"DP01437A6","RUBBER-MOUNT","IXX",1200.00,240.00,280.00,240.00,0.01,,,
603.00,"DP014610X 91","SH ASY TRANS R/CONTR","BBN",42.00,1140.00,960.00,750.00,0.82,,,
267.00,"DP0413740A","HOSE ASSY-VENT","4I58--",50.00,480.00,560.00,480.00,0.12,,,
226.00,"DP0418881K","CONTROL UNIT","IIXXX",20.00,560.00,490.00,250.00,0.06,,,
265.00,"DP0418884A","BRKT-C/UNIT","4D",80.00,480.00,290.00,240.00,0.03,,,
162.00,"DP04194J1","COVER-END","4J75--",35.00,480.00,560.00,120.00,0.03,,,
973.00,"DP0441600","PEDAL ASSY-ACCEL","4I44--",30.00,480.00,560.00,480.00,0.12,,,
349.00,"DP0441600A","PEDAL ASSY-ACCEL","Z3044",30.00,560.00,480.00,120.00,0.03,,,
207.00,"DP0446086","BRKT-CABLE","4Q-",60.00,240.00,280.00,240.00,0.01,,,
974.00,"DP0467B21","BRKT WIR","4J--",30.00,560.00,480.00,120.00,0.03,,,
39.00,"DP0467B21A","BRKT","Z15",30.00,240.00,140.00,120.00,4.032e-03,,,
975.00,"DP0518881","CONTROL UNIT","4I--",20.00,480.00,560.00,480.00,0.12,,,
976.00,"DP0518881D","CONTROL UNIT","4Z30X",20.00,480.00,560.00,480.00,0.12,,,
977.00,"DP0518881E","CONTROL UNIT","4Z30X",20.00,480.00,560.00,480.00,0.12,,,
691.00,"DP0518881K","CONTROL UNIT","Z3048",20.00,560.00,480.00,240.00,0.06,,,
978.00,"DP0757730B","BELT-B","4Q-",10.00,240.00,560.00,240.00,0.03,,,
19.00,"DP0757730C","BELT-B","6Z20",10.00,380.00,300.00,250.00,0.02,,,
979.00,"DP0757L30B","BELT-B.P/TENS","4DGP",52.00,570.00,490.00,150.00,0.04,,,
287.00,"DP0757L90H","BELT-B,P/TENS","DGP",10.00,570.00,490.00,150.00,0.04,,,
727.00,"DP1016YA1","PLG TRANS OIL SE","IXX",1000.00,560.00,480.00,250.00,0.06,,,
980.00,"DP455777Z","ANCHOR-SEAT,BELT","4A023",100.00,240.00,140.00,120.00,4.032e-03,,,
778.00,"DP455777ZA","ANCHOR-SEAT,BELT","4A013",100.00,240.00,140.00,120.00,4.032e-03,,,
784.00,"DP55675D0","KEYLESS COMPT","C30",90.00,480.00,560.00,240.00,0.06,,,
457.00,"DP5756930","DAMPER-LID STAY,RH","4C046",100.00,240.00,560.00,240.00,0.03,,,
317.00,"DP7432980 02","BOSS ASSY-STEER","4B40",6.00,480.00,560.00,480.00,0.12,,,
981.00,"DP74437A0A","HYDRAULIC UNIT-ABS","4CA04",6.00,240.00,560.00,120.00,0.01,,,
823.00,"DP74437A0B","HYDRAULIC UNIT-ABS","4HA04",6.00,240.00,560.00,120.00,0.01,,,
362.00,"DP7632980 02","BOSS ASSY-STEER","4B40",6.00,480.00,560.00,480.00,0.12,,,
9.00,"DR6134011B","SPRING-COIL,F","4I-",5.00,560.00,480.00,240.00,0.06,,,
532.00,"DR61664H0","SW-HAZARD","4C026",150.00,370.00,290.00,250.00,0.02,,,
93.00,"DR6246310",,"4A011",80.00,240.00,140.00,110.00,3.696e-03,,,
982.00,"DR6418881A","CONTROL UNIT","4Z20X",10000.00,240.00,560.00,240.00,0.03,,,
631.00,"DR64199G0","HOSE ASSY-OIL","4Z3092",100.00,480.00,560.00,480.00,0.12,,,
580.00,"DR6443490A","HOSE ASSY-VACUUM","4HA-J",60.00,560.00,960.00,240.00,0.12,,,
737.00,"DR645617Y","MEMBER-SHROUD,UP","4M19-K",351.00,480.00,560.00,480.00,0.12,,,
983.00,"DR66189E1","CONTROL UNIT","4BX",32.00,370.00,280.00,230.00,0.02,,,
595.00,"DR66199G0","HOSE ASSY-OIL","4I92--",100.00,560.00,480.00,230.00,0.06,,,
984.00,"DR754610X","CHANGE COMPT","4XXXX",10000.00,1140.00,970.00,760.00,0.84,,,
561.00,"DR7750221","FACE-BUMPER,R","Z90",6.00,1240.00,1000.00,2220.00,2.75,,,
540.00,"DR7750660","MLDG-BELTLINE,R,RH","4Z70X",42.00,1190.00,510.00,180.00,0.10,,,
787.00,"DR7750YU2","BRKT RR BMPR MTNG L","Z30",120.00,1200.00,1000.00,2220.00,2.66,,,
608.00,"DR7751721","ORNAMENT","4B33--",150.00,240.00,140.00,120.00,4.032e-03,,,
776.00,"DR7850YU2","BRKT RR BMPR MTNG L","Z20",120.00,1200.00,1000.00,1400.00,1.68,,,
553.00,"DR7867B21","BRKT","4H53--",120.00,280.00,480.00,120.00,0.01,,,
985.00,"DR794610X","CHANGE COMPT","4M19-J",8.00,1140.00,980.00,1100.00,1.22,,,
986.00,"DR8161190","CONTROL ASSY-HEATER","4IA3--",5.00,480.00,560.00,480.00,0.12,,,
573.00,"DR8161190E","CONTROL ASSY-HEATER","Z30A3",20.00,480.00,560.00,480.00,0.12,,,
783.00,"DR8657730A","BELT-B","4B-21",18.00,240.00,560.00,240.00,0.03,,,
276.00,"DR8657730B","BELT-B","4Q-21",18.00,390.00,300.00,230.00,0.02,,,
741.00,"DR964630Y","CABLE ASSY-INTRLK","4E1-R",60.00,480.00,1400.00,240.00,0.16,,,
764.00,"DR964630YA","CABLE ASSY-INTRLK","4E1-R",60.00,480.00,1400.00,240.00,0.16,,,
685.00,"DS5154760","BRKT-TANK","Z20",150.00,270.00,240.00,230.00,0.01,,,
826.00,"DS5170160","HSG-SUSP,UP,RH","BBN-J",350.00,1120.00,950.00,580.00,0.61,,,
794.00,"DS5171151","HOUSE-WHL,IN,LH","WOOD",400.00,560.00,480.00,240.00,0.06,,,
987.00,"DS561324X","PIPE ASSY-AIR INT","Z30XX",1000.00,560.00,480.00,250.00,0.06,,,
988.00,"DS5613300","CLEANER ASSY-AIR","4M140",24.00,1120.00,950.00,470.00,0.50,,,
989.00,"DS561333X","PIPE ASSY-AIR INT","4ZXXX",1000.00,560.00,480.00,250.00,0.06,,,
990.00,"DS5613758","JOINT-AIR HOSE","4Z30X",1000.00,560.00,480.00,250.00,0.06,,,
839.00,"DS5615186","HOSE-WATER,UP","4Z30X",50.00,560.00,480.00,250.00,0.06,,,
991.00,"DS5615YA0A","BRKT FRT END ACC DR","T20",14.00,560.00,480.00,240.00,0.06,,,
992.00,"DS5618656","BRKT-GLOW RELAY","Z30XX",1000.00,470.00,280.00,120.00,0.01,,,
993.00,"DS5618883","BRKT-C/UNIT","4Z30X",10000.00,610.00,410.00,300.00,0.07,,,
994.00,"DS5640860","PROTECTOR ASSY-CAT","4XXXX",1000.00,100.00,100.00,100.00,1.0e-03,,,
995.00,"DS5643480A","HOSE ASSY-VACUUM","4Z20X",1000.00,790.00,300.00,120.00,0.02,,,
996.00,"DS566122Y","PIPE ASSY-WATER","4Z30X",1000.00,480.00,560.00,230.00,0.06,,,
997.00,"DS566124Y","HOSE ASSY-WATER;#2","4Z30X",110.00,560.00,490.00,250.00,0.06,,,
998.00,"DS5667B21","BRKT","4Z30X",10000.00,280.00,240.00,120.00,8.064e-03,,,
765.00,"DT8350YB6","BRKT P.AID SNS;PRIM","A3A13",180.00,470.00,280.00,210.00,0.02,,,
711.00,"DT8350YG5","SENSOR-BACK ;BLACK","Z25",180.00,470.00,280.00,210.00,0.02,,,
634.00,"DT913719X","CAP ASSY-CENTER","4C-",150.00,240.00,560.00,240.00,0.03,,,
269.00,"EA0332C18A","HOSE-CLANP","4A052",150.00,240.00,140.00,120.00,4.032e-03,,,
414.00,"EG2151146","FASTENER-LAMP","4A014",500.00,240.00,140.00,120.00,4.032e-03,,,
999.00,"EG2151146C02","FASTENER-LAMP","4A014",500.00,240.00,140.00,120.00,4.032e-03,,,
554.00,"EG2161205A","NUT","4B023",1500.00,240.00,280.00,240.00,0.01,,,
747.00,"F00225421","CLIP","5A044",1700.00,240.00,140.00,120.00,4.032e-03,,,
310.00,"F15158866","PLUG-HOLE","4C021",1000.00,240.00,560.00,240.00,0.03,,,
670.00,"F5021744X","COVER ASSY-HOLE","4B023",200.00,240.00,280.00,240.00,0.01,,,
441.00,"FD0168AC3","FASTENER","4B023",2000.00,240.00,280.00,240.00,0.01,,,
488.00,"FNF119880B","GAGE-OIL LEVEL","4E",200.00,240.00,1120.00,240.00,0.06,,,
183.00,"FNFB199E1","HOSE-OIL","4C022",50.00,240.00,560.00,240.00,0.03,,,
303.00,"FNFB199G1","HOSE-OIL","4DB08",100.00,240.00,560.00,240.00,0.03,,,
288.00,"FU5119065","NUT","4A081",1200.00,240.00,140.00,120.00,4.032e-03,,,
612.00,"G00167061","PAT-PROTECTOR","IC025",1600.00,240.00,560.00,240.00,0.03,,,
209.00,"G03168866B","FASTENER-SEAL","4A086",1000.00,240.00,140.00,120.00,4.032e-03,,,
483.00,"G05425421","CLIP","IAXXX",1000.00,240.00,140.00,120.00,4.032e-03,,,
779.00,"G06758873A","RUB -CUSHION","4A183",500.00,240.00,140.00,120.00,4.032e-03,,,
397.00,"G51861764","SENSOR-AMBIENT","4A084",130.00,240.00,140.00,120.00,4.032e-03,,,
355.00,"G51861764A","SENSOR-AMBIENT","4A084",130.00,240.00,140.00,120.00,4.032e-03,,,
1000.00,"GA5R37790B","JACK-PANTOGRAPH","4C025",6.00,240.00,560.00,240.00,0.03,,,
1001.00,"GAL169470B","HANDLE-ASSIST","4FB04",40.00,480.00,560.00,240.00,0.06,,,
407.00,"GAL169470B30","HANDLE-ASSIST","4I056",40.00,480.00,560.00,240.00,0.06,,,
224.00,"GAL169470B75","HANDLE-ASSIST","4I045",40.00,480.00,560.00,240.00,0.06,,,
1002.00,"GAL269470B","HANDLE-ASSIST","4I-A8",40.00,480.00,560.00,240.00,0.06,,,
271.00,"GAL269470B30","HANDLE-ASSIST","4I035",40.00,480.00,560.00,240.00,0.06,,,
266.00,"GAL269470B75","HANDLE-ASSIST","4I062",40.00,480.00,560.00,240.00,0.06,,,
1003.00,"GJ2168885B","FASTENER","4XXXX",500.00,240.00,140.00,120.00,4.032e-03,,,
1004.00,"GJ2168885B01","FASTENER","4A071",10000.00,240.00,140.00,110.00,3.696e-03,,,
8.00,"GJ2168885B02","FASTENER","4A051",500.00,230.00,130.00,110.00,3.289e-03,,,
439.00,"GJ2168885B36","FASTENER","4A061",500.00,240.00,140.00,110.00,3.696e-03,,,
1005.00,"GJ2168885B68","FASTENER","4A071",500.00,240.00,140.00,110.00,3.696e-03,,,
365.00,"GJ2168885B75","FASTENER","4A071",500.00,240.00,140.00,110.00,3.696e-03,,,
1006.00,"GJ2168885B91","FASTENER","4A071",500.00,240.00,140.00,120.00,4.032e-03,,,
569.00,"GJ6A42252A","RING-O","4B023",750.00,240.00,280.00,240.00,0.01,,,
529.00,"GJ6A50897","SPACER,C","4A042",4000.00,240.00,140.00,120.00,4.032e-03,,,
399.00,"GJ6A50ES1","GROMMET","4B023",500.00,240.00,280.00,240.00,0.01,,,
227.00,"GJ6A5114Y","FASTENER-LAMP","4A043",400.00,240.00,140.00,120.00,4.032e-03,,,
57.00,"GJ6A58225A","BOLT-SETTING","4A085",700.00,240.00,140.00,240.00,8.064e-03,,,
323.00,"GJ6A58512","HOLDER-GLASS","4C036",1000.00,240.00,560.00,240.00,0.03,,,
350.00,"GJ6A58975","GROMMET-SCREW","4C034",6000.00,240.00,560.00,240.00,0.03,,,
374.00,"GJ6A68885","FASTENER","4A034",1000.00,240.00,140.00,120.00,4.032e-03,,,
494.00,"GJ6E50715B","FASTENER","4A025",2000.00,240.00,140.00,120.00,4.032e-03,,,
400.00,"GJ6E51832A","GROMMET-SCREW","4A026",1000.00,240.00,140.00,120.00,4.032e-03,,,
219.00,"GJ6E56802","RUBBER-STOP","4A065",200.00,240.00,140.00,120.00,4.032e-03,,,
731.00,"GJ6E61751B","SENSOR-SUN","5A045",100.00,240.00,140.00,120.00,4.032e-03,,,
524.00,"GS1D51441","LENS","4B-5A",300.00,240.00,280.00,240.00,0.01,,,
135.00,"H26050841","GROMMET-SCREW","4A056",1000.00,240.00,140.00,120.00,4.032e-03,,,
468.00,"H26061895","RIVET-PLASTIK","4A025",2000.00,240.00,140.00,120.00,4.032e-03,,,
1007.00,"H38168885","FASTENER","4A",500.00,240.00,140.00,120.00,4.032e-03,,,
249.00,"H38168885 00","FASTENER","4A014",500.00,230.00,130.00,110.00,3.289e-03,,,
160.00,"L20642240A","COVER-DUST","4CD01",48.00,240.00,560.00,240.00,0.03,,,
121.00,"L206614H5A","CLIP","4A015",200.00,240.00,140.00,120.00,4.032e-03,,,
1008.00,"LC6269261B","ADAPTER-CTR","4DB-A",600.00,240.00,560.00,240.00,0.03,,,
635.00,"LC6269261B30","ADAPTER-CTR","4DB07",600.00,240.00,560.00,240.00,0.03,,,
1009.00,"LC6269261B72","ADAPTER-CTR","4DB-A",600.00,560.00,240.00,230.00,0.03,,,
520.00,"LC6269261B75","ADAPTER-CTR","4C041",600.00,240.00,560.00,240.00,0.03,,,
341.00,"LF5015205A","CAP-RAD","IZ25",230.00,240.00,280.00,240.00,0.01,,,
1010.00,"NF5166141A","KNOB","4BE03",160.00,240.00,280.00,240.00,0.01,,,
791.00,"NF5166141A02","KNOB","4B023",160.00,240.00,280.00,240.00,0.01,,,
371.00,"S08462625C","STUD-BALL","4A014",500.00,240.00,140.00,120.00,4.032e-03,,,
81.00,"S09268786","PLUG-HOLE","4A075",360.00,240.00,140.00,120.00,4.032e-03,,,
710.00,"S58B66250","LIGHTER-CIGAR","4B023",130.00,240.00,280.00,240.00,0.01,,,
157.00,"TC4042239","CLAMP-HOSE","4B015",300.00,240.00,280.00,240.00,0.01,,,
582.00,"TD1156694","FASTENER","4B024",6000.00,240.00,280.00,240.00,0.01,,,
698.00,"UB5467121","CLIP","D4B09",2000.00,240.00,560.00,240.00,0.03,,,
651.00,"W02343635A","CLIP-FLEXIBLE HOSE","4A10X",400.00,240.00,140.00,120.00,4.032e-03,,,
1011.00,"Y40513447","CLAMP-HOSE","4XXXX",500.00,280.00,240.00,120.00,8.064e-03,,,
788.00,"Y40513458","BUSH","4B44--",400.00,300.00,200.00,110.00,6.6e-03,,,
812.00,"Y40515381B","HOSE-SUBTANK","4IB5--",100.00,480.00,560.00,480.00,0.12,,,
842.00,"Y40515383B","HOSE-SUBTANK","4Z3066",150.00,480.00,560.00,480.00,0.12,,,
738.00,"Y40718884A","BRKT-C/UNIT","4M17-J",256.00,560.00,960.00,480.00,0.25,,,
762.00,"Y601102D1","BRKT","4IXXX",50.00,480.00,280.00,240.00,0.03,,,
1012.00,"Y60110465","BOLT","4B45--",1700.00,280.00,240.00,120.00,8.064e-03,,,
676.00,"Y60115810A","BRKT ASSY-COMPR","4B44--",12.00,240.00,280.00,240.00,0.01,,,
744.00,"Y60115810B","BRKT ASSY-COMPR","4B45--",12.00,280.00,240.00,240.00,0.01,,,
1013.00,"Y60115909A","BELT-V RIB","4IXXX",90.00,560.00,480.00,120.00,0.03,,,
799.00,"Y60118211B","SENS-PRESSURE","4CXXX",120.00,240.00,560.00,240.00,0.03,,,
638.00,"Y60118371B","BRKT-ALT","4B58--",12.00,240.00,280.00,240.00,0.01,,,
785.00,"Y60118401A","BOLT","4B45--",350.00,300.00,200.00,90.00,5.4e-03,,,
813.00,"Y60140350B","BAND ASSY","4CXXX",120.00,240.00,560.00,240.00,0.03,,,
1014.00,"Y60215980","TENSIONER-AUTO","4BXXX",10.00,380.00,280.00,130.00,0.01,,,
760.00,"Y60218401A","BOLT","4B45--",300.00,240.00,140.00,120.00,4.032e-03,,,
795.00,"Y60313221D","HOSE-AIR INT","4IA2--",100.00,560.00,480.00,240.00,0.06,,,
803.00,"Y60313230","PIPE ASSY-AIR INT","4IA2--",175.00,280.00,240.00,240.00,0.01,,,
831.00,"Y60318845C","SENS-AIR TEMP","4CXXX",210.00,240.00,560.00,240.00,0.03,,,
1015.00,"Y60410465A","BOLT","4XXXX",2000.00,280.00,200.00,90.00,5.04e-03,,,
667.00,"Y61340305","GASKET-EXH PIPE","4B85--",2000.00,240.00,280.00,240.00,0.01,,,
713.00,"Y6351324XA","PIPE ASSY-AIR INT","4CXXX",21.00,280.00,480.00,240.00,0.03,,,
840.00,"Y63513358","RUBBER-MOUNTING","4HXXX",1000.00,600.00,400.00,280.00,0.06,,,
767.00,"Y63513550C","INTERCOOLER ASSY","B4H-U",24.00,1120.00,960.00,480.00,0.51,,,
836.00,"Y6451025XA","HOSE ASSY-BREATHER","4ID2--",125.00,560.00,480.00,240.00,0.06,,,
770.00,"Y64510440","PIPE ASSY-OIL GAGE","4IF8--",50.00,280.00,480.00,240.00,0.03,,,
1016.00,"Y64510450","GAGE ASSY-OIL LEVEL","4H55--",100.00,560.00,250.00,150.00,0.02,,,
757.00,"Y64513240","PIPE ASSY-AIR INT","4IXXX",20.00,480.00,560.00,480.00,0.12,,,
771.00,"Y64513380","INSULATOR ASSY-HEAT","4JXXX",45.00,560.00,480.00,120.00,0.03,,,
723.00,"Y64513489","PROTECTOR-F/FLTR","4B33--",30.00,240.00,280.00,240.00,0.01,,,
824.00,"Y64513532","CLIP","4BXXX",1000.00,280.00,240.00,240.00,0.01,,,
817.00,"Y64513F61A","BRKT-INTERCOOLER","4B75--",350.00,280.00,260.00,210.00,0.01,,,
692.00,"Y64513H7X","BRKT ASSY-FUEL PIPE","4B32--",20.00,240.00,280.00,240.00,0.01,,,
668.00,"Y64520100","BODY ASSY-SHUT VLV","4CXXX",12.00,240.00,560.00,240.00,0.03,,,
689.00,"Y64520650B","BRKT ASSY","4QXXX",16.00,240.00,280.00,240.00,0.01,,,
800.00,"Y6461025X","HOSE ASSY-BREATHER","4Z30X",125.00,550.00,480.00,220.00,0.05,,,
1017.00,"Y65010218A","STUD","4Z30X",10000.00,280.00,240.00,120.00,8.064e-03,,,
1018.00,"Y650102D1A","BRKT","4Z20X",10000.00,480.00,280.00,240.00,0.03,,,
1019.00,"Y6501044XB","GAGE COMPT-OIL","4Z30X",40.00,560.00,490.00,270.00,0.07,,,
1020.00,"Y65011413","COVER-PULLEY","4Z30X",60.00,390.00,300.00,290.00,0.03,,,
1021.00,"Y65013240A","PIPE ASSY-AIR INT","4Z30X",1000.00,550.00,480.00,220.00,0.05,,,
1022.00,"Y65013432A","HOSE-FUEL","4Z30X",850.00,550.00,480.00,220.00,0.05,,,
664.00,"Y65015980A","TENSIONER-AUTO","4Z27X",10.00,240.00,560.00,240.00,0.03,,,
1023.00,"Y65018650A","RELAY ASSY;GLOW","4Z25X",58.00,330.00,290.00,190.00,0.01,,,
1024.00,"Y65520100","BODY ASSY-SHUT VLV","4Z84X",15.00,520.00,480.00,120.00,0.02,,,
837.00,"Y6601025XC","HOSE ASSY-BREATHER","4Z30X",65.00,560.00,480.00,240.00,0.06,,,
1025.00,"Y66013550A","INTERCOOLER ASSY","4ZXXX",24.00,1120.00,960.00,340.00,0.36,,,
1026.00,"Y66013758B","JOINT-AIR HOSE","4Z30X",10000.00,550.00,480.00,240.00,0.06,,,
1027.00,"Y6601878ZA","BRKT ASSY-C/UNIT,UP","4Z30X",10.00,570.00,500.00,220.00,0.06,,,
1028.00,"Y66018884A","BRKT-C/UNIT","4Z30X",10000.00,580.00,280.00,220.00,0.03,,,
1029.00,"Y66020380D","TUBE ASSY-VACUUM","4Z30X",1000.00,550.00,480.00,220.00,0.05,,,
1030.00,"Y66113H7X","BRKT ASSY-FUEL PIPE","4Z20X",100.00,560.00,240.00,240.00,0.03,,,
1031.00,"Y66120380","TUBE ASSY-VACUUM","4Z30X",1000.00,550.00,480.00,220.00,0.05,,,
825.00,"Z60918885A","BRKT ASSY-C/UNIT","4DB09",36.00,240.00,280.00,240.00,0.01,,,
233.00,"ZJ0116410","COVER ASSY-CLUTCH","4I021",4.00,480.00,560.00,240.00,0.06,,,
331.00,"ZJ0216460","DISC ASSY-CLUTCH","4C023",10.00,240.00,560.00,240.00,0.03,,,
122.00,"ZJ0818867","CLIP","4A016",200.00,240.00,140.00,120.00,4.032e-03,,,
61.00,"ZJ1413460","GSKT ASSY-EXH MANI","4CD02",20.00,240.00,560.00,240.00,0.03,,,
35.00,"ZJ2113390","INSULATOR ASSY-EXH","4I014",10.00,480.00,560.00,240.00,0.06,,,
147.00,"ZJ2140080","BRKT ASSY-HANGER","4B024",50.00,240.00,280.00,240.00,0.01,,,
495.00,"ZJ332050XA","CONVERTER ASSY","X1B-G",45.00,1480.00,1120.00,1060.00,1.75,,,
301.00,"ZJ3815909C","BELT-V RIB","4I052",80.00,480.00,560.00,240.00,0.06,,,
23.00,"ZJ3815980C","TENSIONER-AUTO","4C012",12.00,240.00,560.00,240.00,0.03,,,
205.00,"ZJ38188G1C","SENS A/F RATIO","4C024",32.00,240.00,560.00,240.00,0.03,,,
208.00,"ZJ38188G1D","SENS A/F RATIO","4C024",32.00,240.00,560.00,240.00,0.03,,,
513.00,"ZJ3820310","PIPE ASSY-EGR","4I061",30.00,480.00,560.00,240.00,0.06,,,
182.00,"ZJ3918861A","SENSOR-OXYGEN","4B024",40.00,240.00,280.00,240.00,0.01,,,
189.00,"ZJ3918861B","SENSOR-OXYGEN","4B024",40.00,240.00,280.00,240.00,0.01,,,
159.00,"ZJ3920310","PIPE ASSY-EGR","4I031",30.00,480.00,560.00,240.00,0.06,,,
